objectID,time_slot,rank,x,y
50036,38,56.0,34.0,14.0
50036,10,57.0,33.0,16.0
50036,18,58.0,34.0,14.0
50036,22,58.0,34.0,14.0
50036,19,59.0,34.0,14.0
50036,21,59.0,34.0,14.0
50036,8,60.0,33.0,16.0
50036,37,61.0,34.0,14.0
50036,44,61.0,34.0,14.0
50036,47,62.0,34.0,14.0
50036,8,63.0,33.0,16.0
50036,18,63.0,34.0,14.0
50036,8,64.0,33.0,16.0
50036,10,64.0,33.0,16.0
50036,12,65.0,33.0,16.0
50036,1,66.0,34.0,14.0
50036,8,66.0,33.0,16.0
50036,11,66.0,33.0,16.0
50036,0,67.0,34.0,14.0
50036,9,67.0,33.0,16.0
50036,11,67.0,33.0,16.0
50036,19,67.0,34.0,14.0
50036,27,68.0,34.0,14.0
50036,35,68.0,34.0,14.0
50036,40,68.0,34.0,14.0
50036,17,69.0,33.0,16.0
50036,10,70.0,33.0,16.0
50036,15,70.0,33.0,16.0
50036,20,70.0,34.0,14.0
50036,12,71.0,33.0,16.0
50036,14,71.0,33.0,16.0
50036,8,72.0,33.0,16.0
50036,0,73.0,34.0,14.0
50040,16,1.0,40.0,17.0
50040,27,2.0,33.0,11.0
50040,15,3.0,40.0,17.0
50040,21,3.0,39.0,17.0
50040,22,3.0,39.0,17.0
50040,14,4.0,40.0,17.0
50040,17,5.0,40.0,17.0
50040,17,6.0,39.0,17.0
50040,21,6.0,39.0,17.0
50040,4,7.0,40.0,17.0
50040,34,8.0,40.0,17.0
50040,2,9.0,33.0,11.0
50040,17,10.0,39.0,17.0
50040,19,11.0,39.0,17.0
50040,20,12.0,39.0,17.0
50040,23,13.0,39.0,18.0
50040,27,14.0,40.0,17.0
50040,14,15.0,40.0,17.0
50040,23,15.0,41.0,18.0
50040,14,16.0,39.0,17.0
50040,15,16.0,39.0,17.0
50040,46,17.0,33.0,11.0
50040,21,18.0,33.0,17.0
50040,19,19.0,40.0,17.0
50040,13,20.0,40.0,17.0
50040,14,20.0,39.0,18.0
50040,20,20.0,40.0,17.0
50040,14,21.0,40.0,17.0
50040,21,21.0,40.0,17.0
50040,17,22.0,40.0,17.0
50040,18,22.0,40.0,17.0
50040,22,22.0,40.0,17.0
50040,3,23.0,40.0,17.0
50040,13,23.0,36.0,17.0
50040,14,23.0,36.0,17.0
50040,16,23.0,39.0,18.0
50040,17,23.0,40.0,17.0
50040,18,23.0,40.0,17.0
50040,16,24.0,40.0,17.0
50040,40,25.0,40.0,17.0
50040,26,26.0,40.0,17.0
50040,19,27.0,39.0,18.0
50040,20,27.0,40.0,17.0
50040,21,28.0,40.0,17.0
50040,14,29.0,40.0,17.0
50040,18,30.0,39.0,18.0
50040,19,30.0,40.0,17.0
50040,9,31.0,40.0,17.0
50040,20,31.0,39.0,18.0
50040,0,32.0,40.0,17.0
50040,9,32.0,38.0,18.0
50040,19,32.0,35.0,18.0
50040,39,33.0,33.0,19.0
50040,42,33.0,33.0,17.0
50040,36,34.0,33.0,11.0
50040,44,34.0,34.0,11.0
50040,10,35.0,33.0,19.0
50040,23,36.0,40.0,17.0
50040,16,37.0,33.0,14.0
50040,24,38.0,40.0,17.0
50040,23,39.0,33.0,13.0
50040,46,40.0,40.0,17.0
50040,2,41.0,40.0,17.0
50040,18,41.0,40.0,17.0
50040,21,41.0,39.0,18.0
50040,16,42.0,40.0,17.0
50040,19,43.0,40.0,17.0
50040,19,44.0,33.0,11.0
50040,24,45.0,32.0,12.0
50040,37,46.0,33.0,11.0
50040,16,47.0,40.0,17.0
50040,16,48.0,39.0,18.0
50040,14,49.0,40.0,17.0
50040,29,50.0,33.0,11.0
50040,47,51.0,33.0,11.0
50040,13,52.0,33.0,11.0
50040,16,52.0,33.0,11.0
50040,18,52.0,33.0,11.0
50040,20,52.0,33.0,11.0
50040,5,53.0,33.0,11.0
50040,15,54.0,40.0,17.0
50040,23,55.0,33.0,11.0
50040,20,56.0,33.0,11.0
50040,0,57.0,33.0,11.0
50040,40,58.0,40.0,17.0
50040,22,59.0,40.0,17.0
50040,3,60.0,41.0,19.0
50040,30,61.0,41.0,19.0
50040,5,62.0,41.0,19.0
50040,10,62.0,41.0,19.0
50040,15,63.0,40.0,17.0
50040,23,63.0,39.0,18.0
50040,5,64.0,40.0,17.0
50040,18,64.0,38.0,18.0
50040,23,64.0,40.0,17.0
50040,17,65.0,40.0,17.0
50040,19,65.0,41.0,17.0
50040,41,66.0,40.0,17.0
50040,0,67.0,39.0,18.0
50040,3,68.0,39.0,18.0
50040,23,69.0,41.0,18.0
50040,17,70.0,40.0,17.0
50040,2,71.0,40.0,17.0
50040,3,71.0,40.0,17.0
50040,4,71.0,40.0,17.0
50040,22,71.0,40.0,17.0
50040,23,71.0,40.0,17.0
50040,44,72.0,40.0,17.0
50040,16,73.0,40.0,17.0
50040,19,73.0,40.0,17.0
50040,23,73.0,40.0,17.0
50040,0,74.0,40.0,17.0
50040,2,74.0,40.0,17.0
50040,13,75.0,40.0,17.0
50040,15,75.0,41.0,17.0
50040,21,76.0,40.0,17.0
50040,7,77.0,40.0,17.0
50040,16,77.0,40.0,17.0
50040,2,78.0,40.0,17.0
50040,40,79.0,40.0,17.0
50040,21,80.0,40.0,17.0
50040,17,81.0,40.0,17.0
50047,17,1.0,37.0,15.0
50047,2,2.0,38.0,13.0
50047,12,3.0,37.0,15.0
50047,14,3.0,37.0,15.0
50047,17,3.0,37.0,15.0
50047,18,3.0,37.0,15.0
50047,19,3.0,37.0,15.0
50047,20,3.0,38.0,14.0
50047,29,4.0,38.0,13.0
50047,42,4.0,38.0,13.0
50047,43,4.0,38.0,13.0
50047,44,4.0,38.0,14.0
50047,46,4.0,38.0,14.0
50047,47,4.0,38.0,14.0
50047,24,5.0,38.0,14.0
50047,25,5.0,38.0,14.0
50047,14,6.0,37.0,15.0
50047,19,6.0,37.0,15.0
50047,20,6.0,37.0,15.0
50047,24,7.0,38.0,13.0
50047,28,7.0,38.0,13.0
50047,39,7.0,37.0,15.0
50047,3,8.0,38.0,13.0
50047,15,8.0,37.0,15.0
50047,0,9.0,38.0,13.0
50047,11,10.0,37.0,15.0
50047,11,11.0,37.0,15.0
50047,15,11.0,37.0,15.0
50047,16,11.0,37.0,15.0
50047,17,11.0,37.0,15.0
50047,19,11.0,37.0,15.0
50047,20,11.0,38.0,15.0
50047,21,11.0,38.0,14.0
50047,22,11.0,38.0,13.0
50047,27,12.0,38.0,13.0
50047,33,12.0,38.0,13.0
50047,35,12.0,38.0,13.0
50047,37,12.0,38.0,13.0
50047,40,12.0,37.0,15.0
50047,0,13.0,38.0,13.0
50047,10,13.0,38.0,15.0
50047,13,13.0,37.0,15.0
50047,11,14.0,37.0,15.0
50047,20,15.0,37.0,15.0
50047,21,15.0,38.0,14.0
50047,35,16.0,38.0,13.0
50047,45,16.0,37.0,15.0
50047,17,17.0,37.0,15.0
50047,11,18.0,37.0,15.0
50047,15,18.0,37.0,15.0
50047,16,18.0,37.0,15.0
50047,19,18.0,37.0,15.0
50047,20,18.0,38.0,14.0
50047,18,19.0,37.0,15.0
50047,19,19.0,37.0,15.0
50047,34,20.0,38.0,14.0
50047,39,20.0,,
50047,10,21.0,38.0,13.0
50047,15,21.0,37.0,15.0
50047,22,21.0,38.0,13.0
50047,42,22.0,38.0,14.0
50047,19,23.0,37.0,15.0
50047,23,24.0,38.0,13.0
50047,0,25.0,38.0,13.0
50047,23,26.0,38.0,13.0
50047,16,27.0,37.0,15.0
50047,23,27.0,38.0,13.0
50047,11,28.0,38.0,13.0
50047,21,28.0,38.0,13.0
50047,21,29.0,38.0,14.0
50047,23,29.0,39.0,15.0
50047,25,30.0,39.0,15.0
50047,38,30.0,38.0,15.0
50047,41,30.0,39.0,15.0
50047,21,31.0,38.0,13.0
50047,23,31.0,38.0,13.0
50047,24,32.0,38.0,13.0
50047,39,33.0,38.0,13.0
50047,19,34.0,38.0,13.0
50047,20,34.0,38.0,13.0
50047,21,34.0,38.0,13.0
50047,15,35.0,37.0,15.0
50047,40,36.0,37.0,15.0
50047,45,36.0,39.0,14.0
50047,31,37.0,38.0,15.0
50047,38,37.0,38.0,13.0
50047,19,38.0,37.0,15.0
50047,20,38.0,38.0,14.0
50047,21,38.0,38.0,13.0
50047,22,38.0,38.0,13.0
50047,18,39.0,37.0,15.0
50047,19,39.0,37.0,15.0
50047,12,40.0,37.0,14.0
50047,21,41.0,38.0,13.0
50047,23,42.0,38.0,13.0
50047,42,43.0,36.0,15.0
50047,46,43.0,38.0,13.0
50047,35,44.0,38.0,13.0
50047,15,45.0,38.0,13.0
50050,10,1.0,45.0,6.0
50050,11,1.0,45.0,6.0
50050,17,1.0,45.0,6.0
50050,22,1.0,45.0,6.0
50050,13,2.0,45.0,6.0
50050,14,2.0,45.0,6.0
50050,15,2.0,45.0,6.0
50050,16,2.0,45.0,6.0
50050,17,2.0,45.0,6.0
50050,18,2.0,45.0,6.0
50050,22,2.0,45.0,6.0
50050,14,3.0,45.0,6.0
50050,18,3.0,45.0,6.0
50050,13,4.0,45.0,6.0
50050,21,4.0,45.0,6.0
50050,22,4.0,45.0,6.0
50050,13,5.0,45.0,7.0
50050,18,5.0,45.0,7.0
50050,20,5.0,45.0,7.0
50050,21,5.0,45.0,7.0
50050,23,5.0,45.0,6.0
50050,0,6.0,45.0,6.0
50050,1,6.0,45.0,6.0
50050,6,6.0,45.0,6.0
50050,7,6.0,45.0,6.0
50050,13,6.0,45.0,6.0
50050,40,7.0,45.0,6.0
50050,44,7.0,45.0,6.0
50050,24,8.0,45.0,6.0
50050,15,9.0,44.0,7.0
50050,21,9.0,45.0,6.0
50050,18,10.0,45.0,7.0
50050,18,11.0,45.0,6.0
50050,42,12.0,45.0,6.0
50050,43,12.0,45.0,6.0
50050,21,13.0,45.0,7.0
50050,15,14.0,44.0,7.0
50050,17,14.0,45.0,6.0
50050,20,15.0,45.0,6.0
50050,21,15.0,45.0,6.0
50050,10,16.0,45.0,6.0
50050,16,16.0,44.0,7.0
50050,23,16.0,45.0,6.0
50050,16,17.0,45.0,6.0
50050,19,17.0,45.0,6.0
50050,23,17.0,45.0,6.0
50050,24,18.0,45.0,6.0
50050,37,18.0,45.0,6.0
50050,45,18.0,45.0,6.0
50050,46,18.0,45.0,6.0
50050,24,19.0,45.0,6.0
50050,12,20.0,45.0,6.0
50050,2,21.0,45.0,6.0
50050,9,21.0,45.0,6.0
50050,22,21.0,45.0,6.0
50050,1,22.0,45.0,6.0
50050,9,22.0,45.0,6.0
50050,18,23.0,45.0,6.0
50050,21,23.0,45.0,6.0
50050,16,24.0,45.0,7.0
50050,18,24.0,45.0,6.0
50050,19,24.0,45.0,6.0
50050,20,24.0,45.0,6.0
50050,21,24.0,45.0,6.0
50050,22,24.0,45.0,6.0
50050,37,25.0,45.0,6.0
50050,38,25.0,45.0,6.0
50050,22,26.0,45.0,6.0
50050,12,27.0,45.0,6.0
50050,18,28.0,45.0,6.0
50050,0,29.0,45.0,6.0
50050,15,30.0,44.0,7.0
50050,33,31.0,45.0,6.0
50050,14,32.0,45.0,6.0
50050,17,32.0,45.0,6.0
50050,12,33.0,45.0,6.0
50050,13,33.0,45.0,6.0
50050,16,33.0,44.0,7.0
50050,17,33.0,45.0,6.0
50050,19,33.0,45.0,6.0
50050,11,34.0,45.0,6.0
50050,13,34.0,45.0,6.0
50050,14,34.0,45.0,6.0
50050,15,34.0,45.0,6.0
50050,2,35.0,45.0,6.0
50050,16,35.0,44.0,7.0
50050,19,35.0,45.0,6.0
50050,22,35.0,45.0,6.0
50050,39,36.0,44.0,7.0
50050,44,37.0,45.0,6.0
50056,16,1.0,2.0,57.0
50056,18,1.0,2.0,57.0
50056,16,2.0,2.0,57.0
50056,18,2.0,2.0,57.0
50056,15,3.0,2.0,57.0
50056,14,4.0,2.0,57.0
50056,16,4.0,2.0,57.0
50056,13,5.0,13.0,61.0
50056,23,5.0,2.0,57.0
50056,25,6.0,2.0,57.0
50056,26,6.0,2.0,57.0
50056,17,7.0,2.0,57.0
50056,42,8.0,2.0,57.0
50056,20,9.0,2.0,57.0
50056,21,9.0,1.0,58.0
50056,10,10.0,2.0,57.0
50056,11,10.0,2.0,57.0
50056,14,10.0,2.0,57.0
50056,17,11.0,2.0,57.0
50056,12,12.0,2.0,57.0
50056,15,12.0,2.0,57.0
50056,12,13.0,2.0,57.0
50056,13,13.0,2.0,57.0
50056,16,13.0,2.0,57.0
50056,17,13.0,2.0,57.0
50056,21,13.0,2.0,57.0
50056,0,14.0,2.0,57.0
50056,4,14.0,2.0,57.0
50056,15,14.0,2.0,57.0
50056,19,14.0,2.0,57.0
50056,12,15.0,2.0,57.0
50056,14,15.0,2.0,57.0
50056,20,16.0,2.0,57.0
50056,21,16.0,2.0,57.0
50056,2,17.0,1.0,57.0
50056,10,18.0,2.0,57.0
50056,16,19.0,2.0,57.0
50056,25,20.0,2.0,57.0
50056,34,20.0,2.0,57.0
50056,11,21.0,2.0,57.0
50056,15,21.0,2.0,57.0
50056,17,22.0,2.0,57.0
50056,23,23.0,2.0,57.0
50056,18,24.0,2.0,57.0
50056,37,25.0,1.0,57.0
50056,44,25.0,1.0,57.0
50056,19,26.0,2.0,57.0
50056,9,27.0,2.0,57.0
50056,17,27.0,2.0,57.0
50056,21,28.0,1.0,57.0
50056,8,29.0,2.0,57.0
50056,11,29.0,2.0,57.0
50056,24,30.0,2.0,57.0
50056,17,31.0,1.0,57.0
50056,19,31.0,2.0,57.0
50056,13,32.0,,
50056,20,33.0,2.0,57.0
50056,15,34.0,2.0,57.0
50056,18,34.0,2.0,57.0
50056,19,34.0,1.0,57.0
50061,18,1.0,53.0,28.0
50061,10,2.0,53.0,28.0
50061,42,3.0,53.0,28.0
50061,3,4.0,53.0,28.0
50061,10,4.0,53.0,28.0
50061,18,4.0,53.0,28.0
50061,23,4.0,53.0,28.0
50061,18,5.0,53.0,28.0
50061,22,5.0,53.0,28.0
50061,11,6.0,53.0,28.0
50061,16,6.0,53.0,28.0
50061,18,6.0,53.0,28.0
50061,42,7.0,53.0,28.0
50061,25,8.0,53.0,28.0
50061,16,9.0,53.0,28.0
50061,17,9.0,53.0,28.0
50061,19,9.0,53.0,28.0
50061,16,10.0,53.0,28.0
50061,18,10.0,53.0,28.0
50061,23,10.0,53.0,28.0
50061,24,11.0,53.0,28.0
50061,36,12.0,53.0,28.0
50061,42,12.0,53.0,28.0
50061,0,13.0,53.0,28.0
50061,16,13.0,53.0,28.0
50061,23,14.0,53.0,28.0
50061,0,15.0,53.0,28.0
50061,2,15.0,53.0,28.0
50061,8,15.0,53.0,28.0
50061,2,16.0,53.0,28.0
50061,1,17.0,53.0,28.0
50061,25,18.0,53.0,28.0
50061,17,19.0,53.0,28.0
50061,0,20.0,53.0,28.0
50061,1,20.0,53.0,28.0
50061,15,21.0,53.0,28.0
50061,27,22.0,53.0,28.0
50061,43,23.0,53.0,28.0
50061,1,24.0,53.0,28.0
50061,1,25.0,53.0,28.0
50061,9,25.0,53.0,28.0
50061,16,25.0,53.0,28.0
50061,17,25.0,53.0,28.0
50061,1,26.0,53.0,28.0
50061,2,26.0,53.0,28.0
50061,9,27.0,53.0,28.0
50062,25,1.0,194.0,93.0
50062,39,1.0,194.0,93.0
50062,14,2.0,194.0,93.0
50062,23,2.0,194.0,93.0
50062,14,3.0,194.0,93.0
50062,22,3.0,194.0,93.0
50062,15,4.0,194.0,93.0
50062,20,4.0,194.0,93.0
50062,22,4.0,194.0,93.0
50062,22,5.0,194.0,93.0
50062,40,6.0,194.0,93.0
50062,42,6.0,194.0,93.0
50062,46,6.0,193.0,91.0
50062,45,7.0,194.0,93.0
50062,17,8.0,194.0,93.0
50062,22,8.0,194.0,93.0
50062,17,9.0,194.0,93.0
50062,21,9.0,194.0,93.0
50062,12,10.0,194.0,93.0
50062,21,10.0,194.0,93.0
50062,22,10.0,194.0,93.0
50062,23,10.0,194.0,93.0
50062,20,11.0,194.0,93.0
50062,36,12.0,194.0,93.0
50062,39,13.0,194.0,93.0
50062,3,14.0,194.0,93.0
50062,17,15.0,194.0,93.0
50062,22,16.0,194.0,93.0
50062,19,17.0,194.0,93.0
50062,20,17.0,194.0,93.0
50062,36,18.0,194.0,93.0
50062,42,18.0,194.0,93.0
50062,47,18.0,194.0,93.0
50062,1,19.0,194.0,93.0
50062,17,19.0,194.0,93.0
50062,20,19.0,194.0,93.0
50062,15,20.0,194.0,93.0
50062,18,20.0,194.0,93.0
50062,22,20.0,194.0,93.0
50062,1,21.0,194.0,93.0
50062,22,21.0,194.0,93.0
50062,16,22.0,194.0,93.0
50062,26,23.0,194.0,93.0
50062,40,24.0,194.0,93.0
50062,44,24.0,194.0,93.0
50062,2,25.0,194.0,93.0
50062,18,26.0,194.0,93.0
50062,20,26.0,194.0,93.0
50062,22,26.0,194.0,93.0
50062,3,27.0,194.0,93.0
50062,12,27.0,194.0,93.0
50062,15,27.0,194.0,93.0
50062,21,27.0,194.0,93.0
50062,13,28.0,194.0,93.0
50062,14,29.0,194.0,93.0
50062,21,29.0,194.0,93.0
50062,31,30.0,194.0,93.0
50062,37,30.0,194.0,93.0
50062,40,31.0,194.0,93.0
50062,14,32.0,194.0,93.0
50062,17,32.0,194.0,93.0
50062,20,32.0,194.0,93.0
50062,21,32.0,194.0,93.0
50062,21,33.0,194.0,93.0
50062,8,34.0,194.0,93.0
50062,14,34.0,194.0,93.0
50062,15,34.0,194.0,93.0
50062,18,34.0,194.0,93.0
50062,21,34.0,194.0,93.0
50062,22,35.0,194.0,93.0
50062,15,36.0,194.0,93.0
50062,17,36.0,194.0,93.0
50062,19,36.0,194.0,93.0
50062,21,36.0,194.0,93.0
50062,23,36.0,194.0,93.0
50062,37,37.0,194.0,93.0
50062,16,38.0,194.0,93.0
50062,14,39.0,194.0,93.0
50062,18,39.0,194.0,93.0
50062,13,40.0,194.0,93.0
50062,16,40.0,194.0,93.0
50062,17,41.0,194.0,93.0
50062,37,42.0,194.0,93.0
50062,41,42.0,194.0,93.0
50062,15,43.0,194.0,93.0
50062,19,43.0,194.0,93.0
50062,15,44.0,194.0,93.0
50062,19,44.0,194.0,93.0
50062,22,44.0,194.0,93.0
50062,15,45.0,194.0,93.0
50062,19,45.0,194.0,93.0
50062,21,46.0,194.0,93.0
50062,23,46.0,194.0,93.0
50062,42,47.0,194.0,93.0
50062,45,47.0,194.0,93.0
50062,15,48.0,194.0,93.0
50062,43,49.0,194.0,93.0
50062,41,50.0,194.0,93.0
50062,14,51.0,194.0,93.0
50062,18,52.0,194.0,93.0
50062,11,53.0,194.0,93.0
50062,21,54.0,194.0,93.0
50062,39,55.0,194.0,93.0
50062,19,56.0,194.0,93.0
50062,17,57.0,194.0,93.0
50062,18,57.0,194.0,93.0
50062,16,58.0,194.0,93.0
50062,6,59.0,194.0,93.0
50062,22,59.0,194.0,93.0
50062,14,60.0,194.0,93.0
50062,21,60.0,194.0,93.0
50062,46,61.0,194.0,93.0
50062,16,62.0,194.0,93.0
50062,1,63.0,194.0,93.0
50062,3,64.0,194.0,93.0
50062,15,64.0,194.0,93.0
50062,1,65.0,194.0,93.0
50062,13,65.0,194.0,93.0
50062,13,66.0,194.0,93.0
50062,3,67.0,194.0,93.0
50062,12,67.0,194.0,93.0
50062,14,68.0,194.0,93.0
50062,17,69.0,194.0,93.0
50062,19,69.0,194.0,93.0
50062,20,69.0,194.0,93.0
50062,22,70.0,194.0,93.0
50062,16,71.0,194.0,93.0
50062,18,71.0,194.0,93.0
50062,15,72.0,194.0,93.0
50062,20,72.0,194.0,93.0
50062,18,73.0,194.0,93.0
50062,0,74.0,194.0,93.0
50062,11,74.0,194.0,93.0
50062,12,74.0,194.0,93.0
50062,15,75.0,194.0,93.0
50062,17,75.0,194.0,93.0
50062,36,76.0,194.0,93.0
50062,41,77.0,194.0,93.0
50062,23,78.0,194.0,93.0
50062,16,79.0,194.0,93.0
50062,17,79.0,194.0,93.0
50062,9,80.0,194.0,93.0
50062,12,80.0,194.0,93.0
50062,15,80.0,194.0,93.0
50062,16,80.0,194.0,93.0
50062,45,81.0,194.0,93.0
50062,20,82.0,194.0,93.0
50062,18,83.0,194.0,93.0
50062,13,84.0,194.0,93.0
50062,37,85.0,194.0,93.0
50062,22,86.0,194.0,93.0
50062,13,87.0,194.0,93.0
50062,16,87.0,194.0,93.0
50062,22,87.0,194.0,93.0
50062,14,88.0,194.0,93.0
50062,13,89.0,194.0,93.0
50062,23,89.0,194.0,93.0
50062,18,90.0,194.0,93.0
50062,37,91.0,194.0,93.0
50062,42,91.0,194.0,93.0
50062,27,92.0,194.0,93.0
50062,18,93.0,194.0,93.0
50062,22,93.0,194.0,93.0
50062,13,94.0,194.0,93.0
50062,13,95.0,194.0,93.0
50062,18,95.0,194.0,93.0
50062,20,95.0,194.0,93.0
50062,16,96.0,194.0,93.0
50062,18,97.0,194.0,93.0
50062,45,98.0,194.0,93.0
50062,47,98.0,194.0,93.0
50062,42,99.0,194.0,93.0
50062,15,100.0,194.0,93.0
50062,20,100.0,194.0,93.0
50062,15,101.0,194.0,93.0
50062,23,101.0,194.0,93.0
50062,13,102.0,194.0,93.0
50062,15,102.0,194.0,93.0
50062,9,103.0,194.0,93.0
50062,10,103.0,194.0,93.0
50062,37,104.0,194.0,93.0
50062,38,104.0,194.0,93.0
50062,39,104.0,194.0,93.0
50062,16,105.0,194.0,93.0
50062,17,105.0,194.0,93.0
50062,18,105.0,194.0,92.0
50062,22,105.0,194.0,93.0
50062,16,106.0,194.0,93.0
50062,24,107.0,194.0,93.0
50062,32,107.0,194.0,93.0
50062,14,108.0,194.0,93.0
50062,20,109.0,194.0,93.0
50062,11,110.0,194.0,93.0
50062,17,110.0,194.0,93.0
50062,22,110.0,194.0,93.0
50062,36,111.0,194.0,93.0
50062,18,112.0,194.0,93.0
50062,1,113.0,194.0,93.0
50062,44,114.0,194.0,93.0
50062,8,115.0,194.0,93.0
50062,12,115.0,194.0,93.0
50062,15,115.0,194.0,93.0
50062,16,115.0,194.0,93.0
50062,19,115.0,194.0,93.0
50062,20,115.0,194.0,93.0
50062,16,116.0,194.0,93.0
50062,18,116.0,194.0,93.0
50062,19,116.0,194.0,93.0
50062,17,117.0,194.0,93.0
50062,16,118.0,194.0,93.0
50062,19,118.0,194.0,93.0
50062,39,119.0,194.0,93.0
50062,43,119.0,194.0,93.0
50062,16,120.0,194.0,93.0
50062,17,120.0,194.0,92.0
50062,22,120.0,194.0,93.0
50062,19,121.0,194.0,93.0
50062,15,122.0,194.0,93.0
50062,25,123.0,194.0,93.0
50062,12,124.0,194.0,93.0
50062,15,124.0,194.0,93.0
50062,2,125.0,194.0,93.0
50062,16,126.0,194.0,93.0
50062,3,127.0,194.0,93.0
50062,21,128.0,178.0,91.0
50062,28,129.0,178.0,91.0
50062,5,130.0,194.0,93.0
50062,12,130.0,194.0,93.0
50062,19,130.0,194.0,93.0
50062,16,131.0,194.0,93.0
50062,44,132.0,194.0,93.0
50062,11,133.0,194.0,93.0
50062,16,133.0,194.0,93.0
50062,18,133.0,194.0,93.0
50068,20,1.0,200.0,104.0
50068,11,2.0,197.0,101.0
50068,15,3.0,200.0,104.0
50068,4,4.0,200.0,104.0
50068,17,4.0,199.0,102.0
50068,26,5.0,199.0,102.0
50068,29,6.0,200.0,104.0
50068,3,7.0,200.0,104.0
50068,17,7.0,200.0,104.0
50068,14,8.0,200.0,104.0
50068,5,9.0,200.0,104.0
50068,18,10.0,200.0,104.0
50068,5,11.0,200.0,104.0
50068,11,11.0,200.0,104.0
50068,30,12.0,200.0,104.0
50068,6,13.0,200.0,104.0
50068,16,13.0,199.0,102.0
50068,22,13.0,199.0,102.0
50068,7,14.0,200.0,104.0
50068,8,14.0,200.0,104.0
50068,8,15.0,200.0,104.0
50068,12,15.0,200.0,104.0
50068,7,16.0,200.0,104.0
50068,12,16.0,200.0,104.0
50068,31,17.0,200.0,104.0
50068,7,18.0,200.0,104.0
50068,19,18.0,199.0,102.0
50068,7,19.0,200.0,104.0
50068,15,19.0,200.0,104.0
50068,8,20.0,200.0,104.0
50068,15,20.0,199.0,102.0
50068,13,21.0,200.0,104.0
50068,8,22.0,200.0,104.0
50068,16,22.0,199.0,102.0
50068,32,23.0,200.0,104.0
50068,8,24.0,200.0,104.0
50068,11,24.0,200.0,104.0
50068,8,25.0,200.0,104.0
50068,21,26.0,199.0,102.0
50068,32,27.0,200.0,104.0
50068,8,28.0,197.0,101.0
50068,16,29.0,197.0,101.0
50068,8,30.0,200.0,104.0
50068,16,30.0,200.0,104.0
50068,15,31.0,200.0,105.0
50068,20,31.0,199.0,103.0
50068,13,32.0,199.0,103.0
50068,38,33.0,199.0,103.0
50068,40,34.0,200.0,104.0
50068,17,35.0,200.0,104.0
50068,15,36.0,200.0,104.0
50068,4,37.0,200.0,104.0
50068,28,38.0,200.0,104.0
50068,28,39.0,200.0,104.0
50068,15,40.0,200.0,103.0
50068,4,41.0,200.0,104.0
50068,21,41.0,198.0,101.0
50068,17,42.0,198.0,101.0
50068,5,43.0,200.0,104.0
50068,29,44.0,200.0,104.0
50068,14,45.0,200.0,104.0
50068,46,46.0,199.0,102.0
50068,4,47.0,200.0,104.0
50068,19,47.0,198.0,102.0
50068,11,48.0,200.0,104.0
50068,9,49.0,200.0,104.0
50068,12,49.0,200.0,104.0
50068,22,49.0,199.0,102.0
50068,16,50.0,199.0,103.0
50068,22,50.0,199.0,102.0
50068,9,51.0,200.0,104.0
50068,36,52.0,200.0,103.0
50068,33,53.0,200.0,104.0
50068,3,54.0,200.0,104.0
50068,17,54.0,200.0,104.0
50068,21,54.0,200.0,104.0
50068,9,55.0,200.0,104.0
50068,2,56.0,200.0,104.0
50068,9,57.0,200.0,104.0
50068,16,58.0,199.0,102.0
50068,33,59.0,200.0,104.0
50068,9,60.0,200.0,104.0
50068,19,60.0,200.0,104.0
50068,1,61.0,199.0,102.0
50068,2,61.0,200.0,104.0
50068,12,61.0,200.0,104.0
50068,21,61.0,200.0,104.0
50068,9,62.0,200.0,104.0
50068,14,62.0,200.0,104.0
50068,14,63.0,199.0,102.0
50068,10,64.0,200.0,104.0
50068,14,64.0,200.0,104.0
50068,28,65.0,200.0,104.0
50068,3,66.0,200.0,104.0
50068,4,67.0,197.0,101.0
50068,18,67.0,199.0,102.0
50068,5,68.0,200.0,104.0
50068,19,68.0,198.0,102.0
50068,17,69.0,200.0,104.0
50068,29,70.0,200.0,104.0
50068,5,71.0,200.0,104.0
50068,20,71.0,200.0,104.0
50068,13,72.0,200.0,104.0
50068,15,72.0,200.0,104.0
50068,5,73.0,200.0,104.0
50068,16,73.0,200.0,103.0
50068,17,74.0,200.0,104.0
50068,5,75.0,200.0,104.0
50068,15,75.0,198.0,102.0
50068,38,76.0,199.0,102.0
50068,4,77.0,200.0,104.0
50068,13,78.0,200.0,101.0
50068,4,79.0,200.0,104.0
50068,12,79.0,200.0,104.0
50075,41,1.0,40.0,17.0
50075,14,2.0,40.0,17.0
50075,15,2.0,40.0,17.0
50075,16,3.0,40.0,17.0
50075,19,3.0,40.0,17.0
50075,23,3.0,40.0,17.0
50075,12,4.0,40.0,17.0
50075,17,4.0,40.0,17.0
50075,22,4.0,40.0,17.0
50075,16,5.0,40.0,17.0
50075,18,5.0,40.0,17.0
50075,40,6.0,40.0,17.0
50075,20,7.0,40.0,17.0
50075,16,8.0,40.0,17.0
50075,19,8.0,40.0,17.0
50075,18,9.0,40.0,17.0
50075,3,10.0,40.0,17.0
50075,16,10.0,40.0,17.0
50075,13,11.0,40.0,17.0
50075,14,11.0,40.0,17.0
50075,19,11.0,40.0,17.0
50075,16,12.0,40.0,17.0
50075,19,12.0,40.0,17.0
50075,22,12.0,40.0,17.0
50075,6,13.0,40.0,17.0
